Transaction ID,Date,Customer ID,Country,Gender,Age,Product Category,Quantity,Price per Unit,Order Status
40,2/9/2022,CUST040,France,Male,51,Beauty,11,84,Completed
41,2/10/2022,CUST041,Brazil,Male,19,Electronics,15,38,Cancelled
42,2/11/2022,CUST042,France,Male,59,Clothing,10,33,Completed
43,2/12/2022,CUST043,China,Male,56,Beauty,12,114,Completed
44,2/13/2022,CUST044,Philippines,Male,52,Clothing,12,77,Completed
45,2/14/2022,CUST045,South Korea,Male,55,Clothing,15,154,Completed
46,2/15/2022,CUST046,United Kingdom,Female,47,Electronics,14,108,Completed
47,2/16/2022,CUST047,Bangladesh,Female,32,Clothing,14,116,Completed
48,2/17/2022,CUST048,Germany,Male,55,Clothing,15,135,Completed
49,2/18/2022,CUST049,Bangladesh,Female,33,Clothing,14,32,Completed
50,2/19/2022,CUST050,Germany,Male,28,Beauty,3,59,Completed
51,2/20/2022,CUST051,Vietnam,Male,26,Electronics,12,105,Completed
52,2/21/2022,CUST052,Italy,Female,64,Electronics,7,74,Completed
53,2/22/2022,CUST053,Germany,Male,54,Clothing,4,128,Completed
54,2/23/2022,CUST054,Thailand,Female,61,Beauty,9,156,Completed
55,2/24/2022,CUST055,United Kingdom,Female,20,Beauty,3,26,Completed
56,2/25/2022,CUST056,Mexico,Male,43,Beauty,5,158,Completed
57,2/26/2022,CUST057,Indonesia,Female,55,Beauty,3,78,Completed
58,2/27/2022,CUST058,Vietnam,Female,22,Clothing,7,130,Completed
59,2/28/2022,CUST059,Bangladesh,Male,62,Clothing,5,28,Completed
60,3/1/2022,CUST060,Vietnam,Male,55,Beauty,9,78,Completed
61,3/2/2022,CUST061,USA,Female,37,Beauty,7,170,Completed
62,3/3/2022,CUST062,South Korea,Female,43,Beauty,2,68,Completed
63,3/4/2022,CUST063,Vietnam,Male,30,Clothing,4,38,Completed
64,3/5/2022,CUST064,Turkey,Male,61,Beauty,9,119,Completed
65,3/6/2022,CUST065,Italy,Female,45,Beauty,12,72,Completed
66,3/7/2022,CUST066,Brazil,Male,40,Beauty,14,39,Completed
67,3/8/2022,CUST067,Turkey,Female,55,Electronics,2,64,Completed
68,3/9/2022,CUST068,USA,Male,50,Beauty,10,106,Completed
69,3/10/2022,CUST069,Italy,Female,23,Clothing,9,135,Completed
70,3/11/2022,CUST070,Mexico,Male,24,Beauty,10,77,Completed
71,3/12/2022,CUST071,India,Male,25,Electronics,5,48,Completed
72,3/13/2022,CUST072,Brazil,Female,37,Electronics,2,148,Cancelled
73,3/14/2022,CUST073,Bangladesh,Male,22,Electronics,4,65,Completed
74,3/15/2022,CUST074,Vietnam,Female,54,Electronics,12,39,Completed
75,3/16/2022,CUST075,Philippines,Female,59,Clothing,15,69,Completed
76,3/17/2022,CUST076,Thailand,Female,30,Clothing,12,89,Cancelled
77,3/18/2022,CUST077,Brazil,Male,19,Clothing,7,113,Completed
78,3/19/2022,CUST078,Mexico,Male,39,Clothing,12,95,Completed
79,3/20/2022,CUST079,South Korea,Female,38,Clothing,13,33,Completed
80,3/21/2022,CUST080,Germany,Male,21,Beauty,8,112,Completed
81,3/22/2022,CUST081,Turkey,Male,62,Beauty,15,153,Completed
82,3/23/2022,CUST082,India,Male,50,Clothing,3,160,Completed
83,3/24/2022,CUST083,France,Male,60,Clothing,14,87,Completed
84,3/25/2022,CUST084,Brazil,Male,61,Clothing,1,163,Completed
85,3/26/2022,CUST085,Indonesia,Male,26,Electronics,4,105,Completed
86,3/27/2022,CUST086,Philippines,Male,26,Beauty,2,160,Completed
87,3/28/2022,CUST087,Vietnam,Female,53,Clothing,8,57,Completed
88,3/29/2022,CUST088,Italy,Male,25,Electronics,4,147,Completed
89,3/30/2022,CUST089,Brazil,Female,55,Electronics,2,29,Completed
90,3/31/2022,CUST090,Poland,Female,37,Beauty,14,65,Completed
91,4/1/2022,CUST091,Philippines,Female,34,Beauty,6,52,Completed
92,4/2/2022,CUST092,Italy,Male,47,Electronics,6,159,Completed
93,4/3/2022,CUST093,Germany,Female,63,Electronics,10,96,Cancelled
94,4/4/2022,CUST094,Japan,Male,24,Clothing,4,36,Completed
95,4/5/2022,CUST095,Germany,Female,37,Electronics,6,57,Completed
96,4/6/2022,CUST096,Poland,Female,44,Electronics,13,72,Cancelled
97,4/7/2022,CUST097,Turkey,Female,54,Beauty,15,175,Completed
98,4/8/2022,CUST098,Mexico,Female,23,Beauty,2,86,Cancelled
99,4/9/2022,CUST099,USA,Male,30,Clothing,10,61,Completed
100,4/10/2022,CUST100,Turkey,Male,26,Clothing,12,123,Completed
101,4/11/2022,CUST101,USA,Female,29,Beauty,2,128,Completed
102,4/12/2022,CUST102,Brazil,Male,26,Beauty,10,59,Completed
103,4/13/2022,CUST103,Bangladesh,Female,36,Beauty,14,125,Completed
104,4/14/2022,CUST104,China,Female,47,Beauty,4,155,Completed
105,4/15/2022,CUST105,Taiwan,Male,63,Clothing,14,25,Completed
106,4/16/2022,CUST106,Brazil,Male,57,Beauty,15,29,Completed
107,4/17/2022,CUST107,Mexico,Male,41,Beauty,15,166,Completed
108,4/18/2022,CUST108,Indonesia,Female,27,Beauty,8,127,Completed
109,4/19/2022,CUST109,Malaysia,Male,21,Electronics,14,51,Completed
110,4/20/2022,CUST110,Vietnam,Female,18,Clothing,7,161,Completed
111,4/21/2022,CUST111,Brazil,Male,50,Clothing,12,39,Completed
112,4/22/2022,CUST112,Indonesia,Female,45,Clothing,9,114,Completed
113,4/23/2022,CUST113,Turkey,Female,50,Electronics,14,66,Completed
114,4/24/2022,CUST114,United Kingdom,Male,22,Clothing,8,148,Completed
115,4/25/2022,CUST115,Indonesia,Female,48,Clothing,5,87,Completed
116,4/26/2022,CUST116,Italy,Female,32,Beauty,13,120,Cancelled
117,4/27/2022,CUST117,Vietnam,Female,38,Clothing,2,76,Completed
118,4/28/2022,CUST118,Vietnam,Male,36,Electronics,15,120,Cancelled
119,4/29/2022,CUST119,Italy,Female,57,Electronics,5,156,Completed
120,4/30/2022,CUST120,Thailand,Male,52,Clothing,8,175,Completed
121,5/1/2022,CUST121,Vietnam,Female,47,Electronics,10,167,Completed
122,5/2/2022,CUST122,Vietnam,Male,47,Beauty,9,53,Completed
123,5/3/2022,CUST123,Taiwan,Male,38,Electronics,12,60,Completed
124,5/4/2022,CUST124,Mexico,Female,59,Clothing,12,37,Completed
125,5/5/2022,CUST125,USA,Male,63,Clothing,12,95,Completed
126,5/6/2022,CUST126,India,Male,61,Electronics,13,110,Completed
127,5/7/2022,CUST127,China,Male,31,Electronics,9,52,Completed
128,5/8/2022,CUST128,China,Male,60,Beauty,13,90,Completed
129,5/9/2022,CUST129,South Korea,Male,18,Electronics,15,69,Completed
130,5/10/2022,CUST130,Taiwan,Female,64,Beauty,13,86,Completed
131,5/11/2022,CUST131,Poland,Male,59,Clothing,1,158,Completed
132,5/12/2022,CUST132,Poland,Male,56,Electronics,9,52,Completed
133,5/13/2022,CUST133,Poland,Male,38,Electronics,7,52,Completed
134,5/14/2022,CUST134,Germany,Female,54,Beauty,9,132,Completed
135,5/15/2022,CUST135,Philippines,Female,36,Electronics,8,68,Completed
136,5/16/2022,CUST136,Taiwan,Female,47,Clothing,1,108,Completed
137,5/17/2022,CUST137,South Korea,Male,53,Clothing,12,54,Completed
138,5/18/2022,CUST138,Thailand,Male,24,Clothing,8,99,Completed
139,5/19/2022,CUST139,Brazil,Female,45,Electronics,8,152,Completed
140,5/20/2022,CUST140,Thailand,Male,59,Beauty,15,116,Completed
141,5/21/2022,CUST141,Vietnam,Female,58,Electronics,11,153,Completed
142,5/22/2022,CUST142,USA,Male,42,Clothing,3,145,Completed
143,5/23/2022,CUST143,United Kingdom,Female,30,Clothing,1,51,Completed
144,5/24/2022,CUST144,Mexico,Male,59,Beauty,8,145,Completed
145,5/25/2022,CUST145,South Korea,Female,53,Electronics,3,140,Completed
146,5/26/2022,CUST146,Indonesia,Male,55,Clothing,3,27,Completed
147,5/27/2022,CUST147,Vietnam,Female,34,Beauty,1,127,Completed
148,5/28/2022,CUST148,India,Female,24,Beauty,11,161,Completed
149,5/29/2022,CUST149,Mexico,Female,54,Clothing,5,86,Completed
150,5/30/2022,CUST150,USA,Female,26,Beauty,10,75,Completed
151,5/31/2022,CUST151,Turkey,Male,32,Electronics,7,83,Completed
152,6/1/2022,CUST152,Poland,Male,49,Clothing,10,142,Completed
153,6/2/2022,CUST153,Thailand,Male,64,Beauty,9,120,Completed
154,6/3/2022,CUST154,Indonesia,Male,34,Electronics,12,137,Completed
155,6/4/2022,CUST155,Turkey,Male,62,Clothing,7,86,Completed
156,6/5/2022,CUST156,Bangladesh,Female,31,Electronics,9,76,Completed
157,6/6/2022,CUST157,Taiwan,Male,33,Clothing,8,36,Completed
158,6/7/2022,CUST158,France,Male,38,Clothing,12,63,Completed
159,6/8/2022,CUST159,South Korea,Male,56,Beauty,2,154,Completed
160,6/9/2022,CUST160,USA,Male,23,Electronics,1,155,Completed
161,6/10/2022,CUST161,Poland,Male,36,Electronics,7,137,Completed
162,6/11/2022,CUST162,Philippines,Male,30,Beauty,7,125,Completed
163,6/12/2022,CUST163,USA,Female,62,Beauty,14,137,Completed
164,6/13/2022,CUST164,Italy,Male,64,Beauty,8,105,Completed
165,6/14/2022,CUST165,China,Male,26,Electronics,5,137,Completed
166,6/15/2022,CUST166,Taiwan,Male,52,Clothing,3,26,Completed
167,6/16/2022,CUST167,Turkey,Female,59,Electronics,12,154,Completed
168,6/17/2022,CUST168,Germany,Male,61,Electronics,8,78,Completed
169,6/18/2022,CUST169,Japan,Female,42,Electronics,6,111,Completed
170,6/19/2022,CUST170,Germany,Female,46,Beauty,11,153,Completed
171,6/20/2022,CUST171,USA,Female,55,Electronics,3,171,Completed
172,6/21/2022,CUST172,USA,Female,61,Electronics,1,150,Completed
173,6/22/2022,CUST173,Brazil,Male,38,Beauty,3,154,Completed
174,6/23/2022,CUST174,China,Female,42,Clothing,5,77,Completed
175,6/24/2022,CUST175,Poland,Male,55,Electronics,15,92,Completed
176,6/25/2022,CUST176,Vietnam,Male,43,Clothing,14,147,Completed
177,6/26/2022,CUST177,China,Male,57,Electronics,3,169,Completed
178,6/27/2022,CUST178,USA,Female,45,Clothing,1,62,Completed
179,6/28/2022,CUST179,Poland,Female,64,Beauty,5,48,Completed
180,6/29/2022,CUST180,Philippines,Male,20,Electronics,10,93,Completed
181,6/30/2022,CUST181,Taiwan,Female,27,Electronics,7,140,Completed
182,7/1/2022,CUST182,Thailand,Female,26,Electronics,15,122,Completed
183,7/2/2022,CUST183,Germany,Female,35,Electronics,14,163,Completed
184,7/3/2022,CUST184,China,Male,19,Clothing,7,168,Completed
185,7/4/2022,CUST185,Malaysia,Female,35,Electronics,11,121,Completed
186,7/5/2022,CUST186,Japan,Male,42,Clothing,9,148,Completed
187,7/6/2022,CUST187,Germany,Female,55,Clothing,15,94,Completed
188,7/7/2022,CUST188,United Kingdom,Female,38,Electronics,15,117,Completed
189,7/8/2022,CUST189,USA,Female,43,Clothing,10,27,Completed
190,7/9/2022,CUST190,Germany,Male,26,Electronics,10,172,Completed
191,7/10/2022,CUST191,United Kingdom,Male,55,Clothing,12,171,Completed
192,7/11/2022,CUST192,Turkey,Male,56,Beauty,13,114,Completed
193,7/12/2022,CUST193,Brazil,Male,51,Clothing,3,171,Completed
194,7/13/2022,CUST194,Indonesia,Female,30,Beauty,15,172,Cancelled
195,7/14/2022,CUST195,United Kingdom,Female,37,Electronics,7,120,Completed
196,7/15/2022,CUST196,Germany,Female,51,Clothing,1,76,Completed
197,7/16/2022,CUST197,India,Female,51,Beauty,4,152,Completed
198,7/17/2022,CUST198,India,Male,45,Clothing,13,63,Completed
199,7/18/2022,CUST199,Turkey,Male,19,Clothing,4,106,Completed
200,7/19/2022,CUST200,Philippines,Female,48,Clothing,14,128,Cancelled
201,7/20/2022,CUST201,France,Male,63,Clothing,5,153,Completed
202,7/21/2022,CUST202,Germany,Female,54,Beauty,7,35,Completed
203,7/22/2022,CUST203,Indonesia,Male,42,Beauty,7,175,Completed
204,7/23/2022,CUST204,Germany,Female,24,Clothing,13,66,Completed
205,7/24/2022,CUST205,United Kingdom,Male,54,Beauty,15,123,Completed
206,7/25/2022,CUST206,Poland,Female,25,Beauty,11,31,Completed
207,7/26/2022,CUST207,Germany,Female,27,Clothing,13,168,Completed
208,7/27/2022,CUST208,Brazil,Male,19,Clothing,4,114,Completed
209,7/28/2022,CUST209,South Korea,Female,37,Clothing,13,136,Completed
210,7/29/2022,CUST210,Germany,Male,30,Electronics,7,84,Completed
211,7/30/2022,CUST211,Italy,Female,22,Clothing,11,137,Completed
212,7/31/2022,CUST212,Brazil,Male,45,Electronics,3,26,Completed
213,8/1/2022,CUST213,USA,Male,42,Beauty,6,153,Completed
214,8/2/2022,CUST214,Brazil,Male,53,Electronics,12,72,Completed
215,8/3/2022,CUST215,Bangladesh,Male,46,Electronics,2,164,Completed
216,8/4/2022,CUST216,Japan,Male,41,Electronics,10,61,Completed
217,8/5/2022,CUST217,Germany,Female,26,Clothing,13,33,Completed
218,8/6/2022,CUST218,Indonesia,Male,36,Electronics,14,123,Completed
219,8/7/2022,CUST219,Taiwan,Male,26,Electronics,9,171,Completed
220,8/8/2022,CUST220,Thailand,Female,25,Clothing,5,72,Completed
221,8/9/2022,CUST221,Indonesia,Male,37,Beauty,6,155,Completed
222,8/10/2022,CUST222,United Kingdom,Male,19,Beauty,12,172,Completed
223,8/11/2022,CUST223,Japan,Female,22,Beauty,12,78,Completed
224,8/12/2022,CUST224,Malaysia,Female,49,Beauty,12,144,Completed
225,8/13/2022,CUST225,India,Female,41,Beauty,12,140,Completed
226,8/14/2022,CUST226,Brazil,Male,50,Clothing,4,99,Completed
227,8/15/2022,CUST227,Philippines,Male,61,Beauty,14,137,Completed
228,8/16/2022,CUST228,Philippines,Male,39,Clothing,14,128,Completed
229,8/17/2022,CUST229,Italy,Male,61,Electronics,11,108,Cancelled
230,8/18/2022,CUST230,South Korea,Female,40,Electronics,10,136,Completed
231,8/19/2022,CUST231,Brazil,Male,60,Electronics,7,123,Completed
232,8/20/2022,CUST232,Poland,Female,63,Beauty,12,117,Completed
233,8/21/2022,CUST233,Turkey,Male,53,Clothing,9,170,Completed
234,8/22/2022,CUST234,France,Male,36,Beauty,7,152,Completed
235,8/23/2022,CUST235,Indonesia,Female,26,Beauty,14,134,Completed
236,8/24/2022,CUST236,France,Male,58,Clothing,1,106,Completed
237,8/25/2022,CUST237,Japan,Male,37,Electronics,1,78,Completed
238,8/26/2022,CUST238,Vietnam,Female,50,Clothing,9,92,Cancelled
239,8/27/2022,CUST239,Turkey,Female,46,Beauty,11,57,Completed
240,8/28/2022,CUST240,Turkey,Female,39,Clothing,14,166,Completed
241,8/29/2022,CUST241,Philippines,Male,31,Electronics,9,45,Cancelled
242,8/30/2022,CUST242,France,Male,33,Electronics,4,72,Completed
243,8/31/2022,CUST243,Mexico,Female,36,Beauty,13,172,Completed
244,9/1/2022,CUST244,France,Male,35,Beauty,9,152,Completed
245,9/2/2022,CUST245,China,Male,55,Clothing,3,160,Completed
246,9/3/2022,CUST246,Japan,Female,21,Electronics,7,159,Completed
247,9/4/2022,CUST247,China,Male,41,Clothing,6,169,Completed
248,9/5/2022,CUST248,Vietnam,Male,26,Clothing,8,152,Cancelled
249,9/6/2022,CUST249,Mexico,Female,42,Clothing,11,57,Completed
250,9/7/2022,CUST250,Mexico,Female,45,Electronics,9,139,Completed
251,9/8/2022,CUST251,Brazil,Male,53,Beauty,14,143,Completed
252,9/9/2022,CUST252,Brazil,Male,57,Beauty,5,46,Completed
253,9/10/2022,CUST253,South Korea,Female,61,Electronics,1,62,Completed
254,9/11/2022,CUST254,France,Female,53,Beauty,3,133,Completed
255,9/12/2022,CUST255,Bangladesh,Female,51,Clothing,10,75,Completed
256,9/13/2022,CUST256,Poland,Male,29,Electronics,12,32,Completed
257,9/14/2022,CUST257,China,Female,64,Clothing,8,51,Completed
258,9/15/2022,CUST258,Turkey,Male,24,Clothing,15,51,Completed
259,9/16/2022,CUST259,Vietnam,Female,44,Beauty,11,45,Completed
260,9/17/2022,CUST260,Germany,Male,18,Clothing,6,54,Completed
261,9/18/2022,CUST261,Italy,Female,22,Clothing,8,121,Completed
262,9/19/2022,CUST262,Thailand,Male,58,Electronics,9,52,Completed
263,9/20/2022,CUST263,Indonesia,Female,47,Beauty,4,135,Completed
264,9/21/2022,CUST264,India,Female,61,Beauty,1,85,Completed
265,9/22/2022,CUST265,Indonesia,Female,57,Beauty,14,72,Completed
266,9/23/2022,CUST266,Turkey,Male,22,Beauty,1,171,Completed
267,9/24/2022,CUST267,Vietnam,Female,24,Beauty,10,28,Completed
268,9/25/2022,CUST268,Italy,Female,46,Beauty,4,59,Completed
269,9/26/2022,CUST269,Mexico,Male,63,Clothing,12,73,Completed
270,9/27/2022,CUST270,France,Male,58,Clothing,14,41,Completed
271,9/28/2022,CUST271,Taiwan,Male,18,Beauty,7,70,Completed
272,9/29/2022,CUST272,Brazil,Male,34,Clothing,2,141,Completed
273,9/30/2022,CUST273,France,Male,19,Electronics,3,30,Completed
274,10/1/2022,CUST274,Mexico,Female,24,Electronics,1,123,Completed
275,10/2/2022,CUST275,Vietnam,Female,43,Clothing,5,148,Completed
276,10/3/2022,CUST276,Brazil,Male,32,Electronics,1,61,Completed
277,10/4/2022,CUST277,USA,Female,56,Beauty,8,48,Completed
278,10/5/2022,CUST278,Poland,Male,48,Clothing,1,117,Completed
279,10/6/2022,CUST279,Italy,Female,57,Clothing,11,70,Completed
280,10/7/2022,CUST280,Taiwan,Female,22,Electronics,1,119,Completed
281,10/8/2022,CUST281,United Kingdom,Female,30,Clothing,2,123,Completed
282,10/9/2022,CUST282,India,Male,25,Clothing,2,140,Completed
283,10/10/2022,CUST283,Thailand,Male,59,Beauty,12,91,Completed
284,10/11/2022,CUST284,Mexico,Male,61,Electronics,6,152,Completed
285,10/12/2022,CUST285,Mexico,Male,33,Beauty,7,42,Completed
286,10/13/2022,CUST286,Bangladesh,Male,32,Electronics,5,49,Completed
287,10/14/2022,CUST287,Germany,Female,34,Beauty,1,78,Completed
288,10/15/2022,CUST288,Japan,Male,40,Clothing,1,82,Completed
289,10/16/2022,CUST289,United Kingdom,Male,58,Beauty,3,91,Completed
290,10/17/2022,CUST290,Thailand,Female,22,Clothing,14,128,Completed
291,10/18/2022,CUST291,USA,Female,30,Clothing,2,48,Completed
292,10/19/2022,CUST292,South Korea,Female,39,Electronics,5,138,Completed
293,10/20/2022,CUST293,Thailand,Male,39,Beauty,12,56,Completed
294,10/21/2022,CUST294,India,Male,41,Beauty,10,110,Completed
295,10/22/2022,CUST295,France,Male,42,Clothing,6,175,Completed
296,10/23/2022,CUST296,China,Male,26,Electronics,7,151,Completed
297,10/24/2022,CUST297,Thailand,Male,33,Beauty,4,154,Completed
298,10/25/2022,CUST298,France,Male,58,Beauty,7,41,Completed
299,10/26/2022,CUST299,Taiwan,Male,64,Beauty,11,128,Completed
300,10/27/2022,CUST300,Taiwan,Male,40,Electronics,8,161,Completed
301,10/28/2022,CUST301,China,Male,61,Electronics,11,67,Completed
302,10/29/2022,CUST302,Thailand,Female,24,Beauty,1,63,Completed
303,10/30/2022,CUST303,South Korea,Male,54,Beauty,15,50,Completed
304,10/31/2022,CUST304,Philippines,Male,59,Electronics,6,123,Completed
305,11/1/2022,CUST305,China,Male,41,Beauty,8,74,Completed
306,11/2/2022,CUST306,Vietnam,Female,52,Beauty,5,37,Completed
307,11/3/2022,CUST307,South Korea,Female,46,Beauty,4,84,Completed
308,11/4/2022,CUST308,Brazil,Male,34,Beauty,2,159,Completed
309,11/5/2022,CUST309,Taiwan,Male,25,Electronics,6,81,Completed
310,11/6/2022,CUST310,China,Female,25,Beauty,6,60,Completed
311,11/7/2022,CUST311,France,Male,64,Beauty,11,44,Cancelled
312,11/8/2022,CUST312,Brazil,Male,29,Electronics,15,89,Completed
313,11/9/2022,CUST313,Mexico,Female,48,Clothing,1,32,Completed
314,11/10/2022,CUST314,United Kingdom,Male,58,Electronics,9,168,Completed
315,11/11/2022,CUST315,Thailand,Female,21,Electronics,12,166,Completed
316,11/12/2022,CUST316,Thailand,Female,28,Beauty,11,139,Completed
317,11/13/2022,CUST317,Brazil,Female,62,Electronics,6,167,Completed
318,11/14/2022,CUST318,Japan,Female,32,Electronics,13,116,Completed
319,11/15/2022,CUST319,Bangladesh,Female,60,Beauty,3,122,Completed
320,11/16/2022,CUST320,Indonesia,Male,40,Electronics,4,90,Completed
321,11/17/2022,CUST321,Philippines,Female,25,Clothing,12,56,Completed
322,11/18/2022,CUST322,India,Male,43,Electronics,11,110,Completed
323,11/19/2022,CUST323,Turkey,Male,30,Beauty,4,75,Completed
324,11/20/2022,CUST324,Germany,Female,43,Beauty,3,87,Completed
325,11/21/2022,CUST325,South Korea,Female,51,Clothing,10,149,Completed
326,11/22/2022,CUST326,Indonesia,Male,26,Clothing,3,174,Completed
327,11/23/2022,CUST327,Philippines,Female,43,Electronics,15,82,Completed
328,11/24/2022,CUST328,South Korea,Male,36,Beauty,3,82,Completed
329,11/25/2022,CUST329,Japan,Male,60,Beauty,4,110,Completed
330,11/26/2022,CUST330,South Korea,Male,46,Electronics,7,73,Cancelled
331,11/27/2022,CUST331,Mexico,Male,54,Beauty,4,94,Completed
332,11/28/2022,CUST332,Brazil,Male,28,Electronics,9,39,Cancelled
333,11/29/2022,CUST333,Taiwan,Male,56,Electronics,1,78,Cancelled
334,11/30/2022,CUST334,Italy,Male,33,Electronics,8,125,Completed
335,12/1/2022,CUST335,Poland,Female,21,Beauty,7,32,Completed
336,12/2/2022,CUST336,Brazil,Female,50,Clothing,2,77,Cancelled
337,12/3/2022,CUST337,Turkey,Male,30,Clothing,8,84,Completed
338,12/4/2022,CUST338,India,Female,39,Beauty,1,132,Completed
339,12/5/2022,CUST339,Brazil,Female,53,Beauty,11,29,Completed
340,12/6/2022,CUST340,Italy,Female,37,Electronics,12,127,Cancelled
341,12/7/2022,CUST341,Mexico,Female,24,Electronics,9,30,Completed
342,12/8/2022,CUST342,India,Male,48,Clothing,9,133,Completed
343,12/9/2022,CUST343,Bangladesh,Male,56,Electronics,2,140,Completed
344,12/10/2022,CUST344,Malaysia,Female,49,Electronics,7,118,Completed
345,12/11/2022,CUST345,Bangladesh,Male,23,Electronics,15,71,Completed
346,12/12/2022,CUST346,United Kingdom,Male,24,Electronics,14,123,Completed
347,12/13/2022,CUST347,Turkey,Female,42,Beauty,10,79,Cancelled
348,12/14/2022,CUST348,Germany,Male,46,Beauty,3,76,Completed
349,12/15/2022,CUST349,Japan,Male,36,Electronics,7,168,Completed
350,12/16/2022,CUST350,France,Male,42,Beauty,12,37,Completed
351,12/17/2022,CUST351,Vietnam,Male,52,Beauty,10,138,Completed
352,12/18/2022,CUST352,China,Female,50,Electronics,9,148,Completed
353,12/19/2022,CUST353,Mexico,Male,53,Clothing,4,130,Completed
354,12/20/2022,CUST354,Germany,Male,59,Beauty,12,171,Completed
355,12/21/2022,CUST355,Thailand,Male,52,Beauty,1,169,Completed
356,12/22/2022,CUST356,Bangladesh,Female,41,Clothing,2,144,Completed
357,12/23/2022,CUST357,Brazil,Male,42,Clothing,1,87,Completed
358,12/24/2022,CUST358,Mexico,Male,40,Beauty,14,43,Completed
359,12/25/2022,CUST359,Indonesia,Male,37,Clothing,12,116,Completed
360,12/26/2022,CUST360,Italy,Female,47,Electronics,5,82,Completed
361,12/27/2022,CUST361,Poland,Female,60,Electronics,5,114,Completed
362,12/28/2022,CUST362,Mexico,Female,49,Clothing,11,141,Completed
363,12/29/2022,CUST363,China,Female,33,Electronics,7,86,Completed
364,12/30/2022,CUST364,USA,Female,46,Beauty,9,47,Cancelled
365,12/31/2022,CUST365,Mexico,Male,52,Beauty,9,151,Completed
366,1/1/2023,CUST366,Mexico,Male,26,Beauty,3,161,Completed
367,1/2/2023,CUST367,Italy,Female,57,Beauty,3,164,Completed
368,1/3/2023,CUST368,USA,Female,24,Beauty,3,153,Completed
369,1/4/2023,CUST369,Philippines,Female,62,Clothing,4,82,Completed
370,1/5/2023,CUST370,Germany,Female,42,Clothing,8,146,Completed
371,1/6/2023,CUST371,Germany,Female,38,Electronics,6,25,Completed
372,1/7/2023,CUST372,South Korea,Male,29,Electronics,8,58,Completed
373,1/8/2023,CUST373,United Kingdom,Male,27,Electronics,1,120,Completed
374,1/9/2023,CUST374,Philippines,Male,24,Clothing,8,150,Completed
375,1/10/2023,CUST375,China,Female,64,Beauty,4,142,Cancelled
376,1/11/2023,CUST376,Thailand,Female,34,Clothing,11,72,Completed
377,1/12/2023,CUST377,France,Female,35,Electronics,1,113,Completed
378,1/13/2023,CUST378,China,Male,44,Clothing,8,141,Completed
